"Date","Price","Open","High","Low","Vol.","Change %"
"06/21/2022","107.64","107.27","107.73","104.64","2.32M","1.59%"
"06/20/2022","105.95","107.72","108.91","105.91","1.69M","-1.14%"
"06/17/2022","107.18","108.06","108.91","106.50","1.76M","0.75%"
"06/16/2022","106.38","107.01","107.27","105.91","641.57K","-0.62%"
"06/15/2022","107.05","106.31","108.16","106.28","322.57K","1.06%"
"06/14/2022","105.92","107.27","107.92","105.82","405.87K","-2.03%"
"06/13/2022","108.12","111.91","111.91","105.59","1.38M","-4.86%"
"06/10/2022","113.64","114.54","114.65","113.18","247.66K","-0.32%"
"06/09/2022","114.00","115.19","115.45","113.29","289.20K","-1.26%"
"06/08/2022","115.45","115.54","117.26","113.95","265.65K","-0.74%"
"06/07/2022","116.32","116.73","116.73","115.95","266.14K","-0.27%"
"06/06/2022","116.64","117.98","117.98","115.91","374.22K","-0.16%"
"06/03/2022","116.82","118.07","118.09","116.45","501.62K","-1.15%"
"06/02/2022","118.18","119.55","120.45","117.73","2.31M","-0.77%"
"06/01/2022","119.10","119.52","119.77","118.32","252.94K","-0.18%"
"05/31/2022","119.32","118.91","119.41","118.18","589.90K","0.57%"
"05/30/2022","118.64","118.20","119.32","117.85","1.53M","0.67%"
"05/27/2022","117.85","118.65","121.75","117.73","5.22M","-0.32%"
"05/26/2022","118.23","116.82","118.64","116.82","410.97K","1.21%"
"05/25/2022","116.82","115.45","117.73","115.23","484.86K","0.40%"
"05/24/2022","116.35","117.73","118.18","116.14","819.96K","-0.80%"
"05/23/2022","117.29","118.09","118.09","116.68","372.08K","-0.63%"
"05/20/2022","118.04","118.40","119.05","117.27","410.53K","-0.12%"
"05/19/2022","118.17","118.18","118.91","117.73","269.83K","0.01%"
"05/18/2022","118.16","116.36","118.64","115.56","422.28K","1.15%"
"05/17/2022","116.82","118.64","118.64","116.64","320.29K","-0.39%"
"05/16/2022","117.27","121.82","121.82","116.36","567.21K","-3.71%"
"05/13/2022","121.79","119.18","121.82","118.18","277.35K","2.23%"
"05/12/2022","119.14","119.09","119.54","116.18","587.42K","0.38%"
"05/11/2022","118.68","120.32","120.32","116.64","703.59K","-0.34%"
"05/10/2022","119.09","119.91","120.91","117.45","305.73K","0.61%"
"05/09/2022","118.37","124.76","124.76","118.09","3.64M","-4.64%"
"05/06/2022","124.14","127.41","127.41","123.99","5.83M","-2.46%"
"04/28/2022","127.27","126.36","129.77","124.84","644.52K","-0.50%"
"04/27/2022","127.91","128.77","128.77","127.36","656.05K","0.25%"
"04/26/2022","127.59","130.45","131.36","127.32","2.61M","0.24%"
"04/25/2022","127.28","130.91","132.86","127.27","1.57M","-1.40%"
"04/22/2022","129.09","129.09","129.09","125.45","405.92K","0.70%"
"04/21/2022","128.19","128.82","130.00","128.18","259.46K","0.33%"
"04/20/2022","127.77","132.27","132.27","127.77","2.79M","-2.94%"
"04/19/2022","131.65","133.18","133.18","128.18","2.86M","-1.27%"
"04/18/2022","133.35","133.45","133.77","130.59","1.92M","0.40%"
"04/15/2022","132.82","131.81","134.00","130.23","587.64K","1.74%"
"04/14/2022","130.55","131.00","131.82","130.00","299.04K","-0.97%"
"04/13/2022","131.82","131.36","132.72","130.09","2.01M","0.00%"
"04/12/2022","131.82","129.55","132.68","127.73","7.03M","1.70%"
"04/11/2022","129.61","124.55","130.00","124.55","4.38M","6.44%"
"04/08/2022","121.77","118.18","123.55","118.18","898.38K","5.68%"
"04/07/2022","115.23","117.27","118.18","114.77","1.36M","-1.82%"
"04/06/2022","117.36","117.68","117.68","116.91","102.07K","-0.15%"
"04/05/2022","117.54","114.18","117.54","114.18","174.40K","1.01%"
"04/04/2022","116.36","117.33","118.63","113.18","979.71K","-3.43%"
"04/01/2022","120.49","119.39","122.77","113.68","4.52M","1.21%"
"03/31/2022","119.05","118.18","119.18","117.95","1.07M","0.74%"
"03/30/2022","118.18","119.55","119.55","116.55","320.43K","-0.88%"
"03/29/2022","119.23","119.86","122.18","118.18","609.56K","1.27%"
"03/28/2022","117.73","115.55","118.64","115.55","146.51K","0.40%"
"03/25/2022","117.25","115.91","117.55","114.82","439.32K","1.20%"
"03/24/2022","115.86","115.45","116.25","111.95","2.24M","0.75%"
"03/22/2022","115.00","115.23","116.36","114.55","2.69M","-1.33%"
"03/21/2022","116.55","117.73","117.73","116.36","1.26M","-0.54%"
"03/18/2022","117.17","118.27","118.27","116.59","1.72M","-2.07%"
"03/17/2022","119.65","120.00","121.35","119.36","351.27K","0.27%"
"03/16/2022","119.32","119.09","120.91","118.18","827.58K","0.95%"
"03/15/2022","118.19","119.09","119.09","116.82","1.14M","0.08%"
"03/14/2022","118.09","118.21","119.09","117.64","53.94K","-0.92%"
"03/11/2022","119.18","121.91","123.86","117.05","903.10K","-0.40%"
"03/10/2022","119.65","118.82","127.26","118.14","1.96M","0.77%"
"03/09/2022","118.74","119.09","121.71","117.18","540.95K","-1.80%"
"03/08/2022","120.91","121.64","121.64","116.37","254.25K","0.30%"
"03/07/2022","120.55","122.83","123.45","120.45","505.09K","-2.49%"
"03/04/2022","123.63","123.19","124.55","123.18","392.58K","-0.01%"
"03/03/2022","123.65","125.82","125.82","123.41","100.16K","-1.05%"
"03/02/2022","124.95","124.55","125.86","124.41","561.31K","-0.69%"
"03/01/2022","125.82","125.92","130.90","124.82","427.49K","-0.72%"
"02/28/2022","126.73","123.18","128.18","120.91","1.18M","4.03%"
"02/25/2022","121.82","120.11","122.71","120.00","509.59K","1.60%"
"02/24/2022","119.90","123.43","123.43","118.18","745.85K","-2.66%"
"02/23/2022","123.18","124.55","125.91","121.91","510.12K","-1.88%"
"02/22/2022","125.55","122.95","127.05","122.95","800.80K","1.02%"
"02/21/2022","124.27","126.36","128.00","123.65","903.04K","-2.00%"
"02/18/2022","126.81","126.82","126.91","126.36","201.59K","-0.01%"
"02/17/2022","126.82","128.18","128.18","126.36","334.34K","-0.36%"
"02/16/2022","127.27","127.27","131.82","126.73","422.63K","0.86%"
"02/15/2022","126.19","127.19","127.19","126.14","1.34M","-0.85%"
"02/14/2022","127.27","127.89","131.82","126.91","443.82K","-2.10%"
"02/11/2022","130.00","126.27","134.61","124.65","494.87K","4.34%"
"02/10/2022","124.59","127.06","127.06","124.55","1.20M","-0.89%"
"02/09/2022","125.71","124.07","126.45","123.50","393.50K","1.76%"
"02/08/2022","123.54","124.55","124.90","122.73","264.97K","-0.08%"
"02/07/2022","123.64","124.56","124.99","123.63","127.21K","-0.66%"
"02/04/2022","124.45","126.09","126.09","124.45","238.89K","-0.36%"
"02/03/2022","124.91","125.68","126.42","124.91","489.89K","-0.29%"
"02/02/2022","125.27","125.81","126.16","124.77","805.00K","0.36%"
"02/01/2022","124.83","125.31","125.31","124.55","766.26K","0.23%"
"01/31/2022","124.54","126.36","126.36","124.00","886.72K","-0.59%"
"01/28/2022","125.27","124.65","129.43","124.65","460.70K","-0.86%"
"01/27/2022","126.36","126.66","126.82","125.27","992.20K","0.72%"
"01/26/2022","125.45","125.45","126.27","124.64","259.45K","0.58%"
"01/25/2022","124.73","124.55","126.81","124.27","792.39K","-0.43%"
"01/24/2022","125.26","124.56","125.45","123.93","417.45K","0.56%"
"01/21/2022","124.56","126.10","126.35","124.18","541.11K","-0.35%"
"01/20/2022","125.00","125.45","126.36","123.65","812.51K","0.00%"
"01/19/2022","125.00","127.25","127.27","124.55","871.13K","-1.67%"
"01/18/2022","127.13","126.95","127.18","125.73","872.66K","0.63%"
"01/17/2022","126.34","126.31","127.27","125.50","592.76K","-0.07%"
"01/14/2022","126.43","126.09","127.23","125.55","593.92K","0.41%"
"01/13/2022","125.91","126.35","126.82","125.01","285.74K","0.00%"
"01/12/2022","125.91","125.45","126.81","125.00","531.94K","0.44%"
"01/11/2022","125.36","125.01","126.36","124.55","418.41K","-0.35%"
"01/10/2022","125.81","123.64","126.36","123.23","608.77K","1.57%"
"01/07/2022","123.86","124.52","124.52","122.48","1.29M","0.48%"
"01/06/2022","123.27","123.23","124.76","122.36","1.04M","-0.07%"
"01/05/2022","123.36","121.91","123.36","121.82","800.48K","0.93%"
"01/04/2022","122.23","122.68","122.90","121.59","558.43K","-0.19%"
"01/03/2022","122.45","122.70","122.73","121.22","475.05K","0.44%"
"12/31/2021","121.92","124.27","127.18","121.37","1.42M","-1.82%"
"12/30/2021","124.18","122.28","125.00","122.73","1.69M","1.04%"
"12/29/2021","122.91","123.55","123.55","122.27","154.05K","0.16%"
"12/28/2021","122.72","122.73","123.64","121.91","116.46K","-0.01%"
"12/27/2021","122.73","122.65","124.05","121.82","1.39M","0.21%"
"12/24/2021","122.47","124.54","124.54","121.82","360.12K","-0.98%"
"12/23/2021","123.69","125.26","125.26","123.64","309.36K","-0.76%"
"12/22/2021","124.64","123.91","125.18","121.36","1.15M","0.81%"
"12/21/2021","123.64","126.82","126.82","123.64","827.75K","-1.81%"
"12/20/2021","125.91","126.36","129.09","125.82","878.25K","-0.36%"
"12/17/2021","126.36","127.95","127.95","125.01","988.54K","-1.07%"
"12/16/2021","127.73","128.19","132.05","126.14","1.69M","-0.88%"
"12/15/2021","128.86","127.27","129.50","125.01","787.86K","1.60%"
"12/14/2021","126.84","127.27","127.55","126.14","911.42K","-0.34%"
"12/13/2021","127.27","129.55","129.91","126.82","292.79K","-1.34%"
"12/10/2021","129.00","127.28","130.45","126.36","327.85K","1.00%"
"12/09/2021","127.73","130.36","130.91","126.77","1.01M","-2.02%"
"12/08/2021","130.36","131.83","132.73","130.00","145.92K","-1.38%"
"12/07/2021","132.18","132.73","134.09","131.37","249.72K","-0.07%"
"12/06/2021","132.27","134.09","135.45","131.82","206.64K","-0.68%"
"12/03/2021","133.18","128.18","135.35","126.36","1.36M","4.64%"
"12/02/2021","127.27","135.45","135.45","126.82","1.70M","-6.07%"
"12/01/2021","135.50","135.00","136.36","134.09","508.01K","0.03%"
"11/30/2021","135.45","137.27","137.27","134.55","1.63M","-1.00%"
"11/29/2021","136.82","134.55","144.45","133.73","1.01M","1.31%"
"11/26/2021","135.05","134.32","135.45","133.64","1.02M","0.37%"
"11/25/2021","134.55","133.64","135.41","133.18","319.64K","0.07%"
"11/24/2021","134.45","135.45","135.45","131.83","624.61K","-0.40%"
"11/23/2021","135.00","140.91","140.91","135.00","757.93K","-3.51%"
"11/22/2021","139.91","140.80","142.73","138.64","1.19M","2.94%"
"11/19/2021","135.91","132.86","138.55","132.86","2.39M","1.01%"
"11/18/2021","134.55","130.91","135.45","129.41","2.61M","2.96%"
"11/17/2021","130.68","128.77","131.73","128.77","1.02M","1.96%"
"11/16/2021","128.16","127.26","128.18","126.15","921.08K","1.44%"
"11/15/2021","126.35","126.39","127.27","125.47","138.82K","-0.66%"
"11/12/2021","127.18","128.64","129.05","126.59","487.24K","-0.67%"
"11/11/2021","128.05","128.28","129.98","128.05","515.53K","-0.28%"
"11/10/2021","128.41","128.36","129.09","127.32","370.61K","-0.18%"
"11/09/2021","128.64","128.19","130.00","127.73","1.32M","-0.70%"
"11/08/2021","129.55","128.55","130.27","127.73","1.88M","0.35%"
"11/05/2021","129.09","127.55","130.18","127.27","2.73M","0.73%"
"11/04/2021","128.15","127.18","128.17","125.95","926.05K","1.05%"
"11/03/2021","126.83","126.82","127.68","124.87","4.68M","1.09%"
"11/02/2021","125.45","123.18","127.18","123.18","334.55K","1.21%"
"11/01/2021","123.95","121.84","125.91","121.84","519.15K","2.52%"
"10/29/2021","120.91","125.32","125.32","119.59","319.62K","-2.21%"
"10/28/2021","123.64","125.86","125.86","122.82","134.66K","-0.72%"
"10/27/2021","124.54","125.91","127.27","123.64","217.64K","0.73%"
"10/26/2021","123.64","121.73","124.55","120.55","218.63K","2.26%"
"10/25/2021","120.91","124.55","125.44","120.05","721.43K","-3.20%"
"10/22/2021","124.91","125.55","126.36","123.64","1.34M","-0.82%"
"10/21/2021","125.94","125.91","128.95","125.78","3.85M","-1.05%"
"10/20/2021","127.27","126.36","127.27","125.45","1.31M","1.46%"
"10/18/2021","125.44","125.55","127.09","124.55","614.47K","-0.74%"
"10/15/2021","126.37","126.36","126.82","125.51","789.93K","0.51%"
"10/14/2021","125.73","125.02","127.27","125.02","841.35K","0.58%"
"10/13/2021","125.00","127.70","134.36","124.77","3.36M","-1.96%"
"10/12/2021","127.50","128.05","128.18","126.36","4.52M","0.39%"
"10/11/2021","127.01","127.14","128.05","126.09","1.99M","-0.03%"
"10/08/2021","127.05","126.36","127.27","126.09","423.93K","0.50%"
"10/07/2021","126.41","127.08","127.49","125.45","440.21K","-0.04%"
"10/06/2021","126.46","127.26","127.27","125.51","449.14K","-0.29%"
"10/05/2021","126.83","127.27","129.06","124.32","1.82M","-0.35%"
"10/04/2021","127.27","125.55","127.27","122.73","706.40K","0.88%"
"10/01/2021","126.16","127.26","127.27","125.91","828.38K","-0.87%"
"09/30/2021","127.27","118.19","129.03","116.36","9.67M","8.55%"
"09/29/2021","117.25","122.62","126.36","116.55","1.59M","-3.21%"
"09/28/2021","121.14","119.15","122.73","118.18","1.11M","1.14%"
"09/27/2021","119.77","121.82","123.64","115.18","4.54M","-1.05%"
"09/24/2021","121.05","121.91","123.42","119.55","349.60K","-0.56%"
"09/23/2021","121.73","124.09","125.45","119.18","384.02K","-0.81%"
"09/22/2021","122.73","120.00","124.04","116.36","682.49K","3.05%"
"09/21/2021","119.09","123.27","128.18","113.64","2.72M","-3.32%"
"09/20/2021","123.18","123.23","125.45","121.82","330.83K","0.37%"
"09/17/2021","122.73","127.27","127.73","122.27","1.73M","-3.56%"
"09/16/2021","127.25","128.17","128.64","126.45","1.46M","-0.27%"
"09/15/2021","127.60","129.55","130.64","127.05","2.13M","-1.49%"
"09/14/2021","129.54","132.73","132.73","127.36","3.12M","-0.01%"
"09/13/2021","129.55","134.55","140.22","129.09","3.35M","-2.85%"
"09/10/2021","133.35","125.45","133.35","125.35","2.62M","7.50%"
"09/09/2021","124.05","122.64","127.27","121.05","872.21K","1.97%"
"09/08/2021","121.66","126.07","127.27","120.17","1.94M","-2.90%"
"09/07/2021","125.30","123.31","126.48","123.23","872.02K","1.60%"
"09/06/2021","123.32","121.84","123.72","121.30","384.23K","2.26%"
"09/03/2021","120.59","120.87","121.74","119.01","581.69K","-0.29%"
"09/02/2021","120.95","121.73","121.93","117.79","587.90K","0.00%"
"09/01/2021","120.95","123.11","124.90","120.16","1.04M","-0.97%"
"08/31/2021","122.13","123.60","124.89","121.74","223.98K","-0.96%"
"08/30/2021","123.32","125.69","126.48","123.08","916.89K","-3.81%"
"08/27/2021","128.21","122.92","130.43","122.33","7.88M","4.93%"
"08/26/2021","122.18","124.51","130.36","121.74","325.42K","-1.14%"
"08/25/2021","123.60","124.90","124.90","123.32","1.37M","-0.13%"
"08/24/2021","123.76","127.59","127.59","123.16","877.09K","-2.15%"
"08/23/2021","126.48","119.28","126.96","118.97","3.09M","7.09%"
"08/20/2021","118.11","113.83","119.37","112.17","1.78M","5.29%"
"08/17/2021","112.17","112.17","112.25","111.12","675.97K","0.71%"
"08/16/2021","111.38","110.36","112.25","109.88","369.56K","0.17%"
"08/13/2021","111.19","113.83","113.83","110.28","661.71K","0.84%"
"08/12/2021","110.27","107.39","112.25","105.93","1.96M","3.34%"
"08/11/2021","106.70","107.89","107.89","105.93","336.88K","-0.01%"
"08/10/2021","106.72","107.11","107.50","105.94","329.01K","0.00%"
"08/09/2021","106.72","106.79","107.91","105.14","278.73K","0.01%"
"08/06/2021","106.71","105.14","109.87","105.14","457.21K","1.88%"
"08/05/2021","104.74","105.04","105.06","104.19","1.05M","0.76%"
"08/04/2021","103.95","102.85","104.70","102.85","587.22K","1.55%"
"08/03/2021","102.36","101.19","102.77","101.11","1.23M","1.35%"
"08/02/2021","101.00","98.81","101.00","97.23","1.17M","2.22%"
"07/30/2021","98.81","98.68","100.40","96.56","786.18K","1.49%"
"07/29/2021","97.36","97.23","98.02","96.52","405.30K","0.13%"
"07/28/2021","97.23","95.27","98.34","95.26","560.46K","1.28%"
"07/27/2021","96.01","96.44","97.11","95.97","204.46K","-0.04%"
"07/26/2021","96.05","98.70","99.21","95.77","629.26K","-2.72%"
"07/23/2021","98.74","98.02","98.81","97.87","458.54K","0.00%"
"07/19/2021","98.74","97.30","99.19","96.84","616.09K","1.88%"
"07/16/2021","96.92","97.15","97.63","96.44","274.89K","-0.24%"
"07/15/2021","97.15","96.99","97.23","94.99","198.80K","0.74%"
"07/14/2021","96.44","96.60","96.83","95.65","695.54K","0.00%"
"07/13/2021","96.44","95.06","96.44","94.86","1.09M","1.56%"
"07/12/2021","94.96","95.22","96.13","94.46","360.09K","-0.71%"
"07/09/2021","95.64","96.44","96.80","94.82","1.44M","-0.43%"
"07/08/2021","96.06","94.46","96.44","93.60","1.85M","2.32%"
"07/07/2021","93.87","93.67","94.78","93.28","611.02K","0.21%"
"07/06/2021","93.68","93.08","93.68","92.42","459.98K","1.67%"
"07/05/2021","92.13","91.70","92.89","90.14","676.02K","0.69%"
"07/02/2021","91.50","91.46","92.49","91.11","484.39K","-0.19%"
"07/01/2021","91.68","91.23","91.70","90.70","184.04K","0.77%"
"06/30/2021","90.97","89.98","91.30","89.98","445.04K","1.57%"
"06/29/2021","89.57","89.33","90.12","89.23","580.28K","1.18%"
"06/28/2021","88.52","90.12","90.12","88.06","796.71K","-1.56%"
"06/25/2021","89.92","89.85","90.51","89.33","199.57K","-0.61%"
"06/24/2021","90.47","90.12","90.47","89.72","407.60K","0.85%"
"06/23/2021","89.71","90.74","90.74","89.33","802.96K","-0.42%"
"06/22/2021","90.09","89.53","90.12","89.33","320.29K","0.32%"
"06/21/2021","89.80","89.34","90.12","89.31","299.08K","0.53%"
"06/18/2021","89.33","89.88","89.88","89.29","120.90K","-0.34%"
"06/17/2021","89.63","89.80","89.80","88.94","83.53K","-0.04%"
"06/16/2021","89.67","90.12","90.12","88.58","408.67K","-0.47%"
"06/15/2021","90.09","89.72","90.43","89.17","1.04M","0.71%"
"06/14/2021","89.46","89.49","90.43","89.33","1.14M","-0.11%"
"06/11/2021","89.57","89.11","89.98","88.74","156.16K","0.51%"
"06/10/2021","89.11","88.54","89.13","88.14","480.65K","0.65%"
"06/09/2021","88.53","89.33","89.72","88.46","149.64K","-0.81%"
"06/08/2021","89.25","88.93","90.02","88.93","400.89K","-0.09%"
"06/07/2021","89.33","90.12","90.12","88.54","749.81K","-0.46%"
"06/04/2021","89.74","90.14","91.30","89.33","644.93K","-1.33%"
"06/03/2021","90.95","89.33","92.49","87.83","635.53K","2.72%"
"06/02/2021","88.54","90.04","90.04","88.54","674.50K","-0.88%"
"06/01/2021","89.32","91.30","91.70","88.54","1.00M","-0.90%"
"05/31/2021","90.13","86.97","90.81","86.97","1.71M","1.80%"
"05/28/2021","88.54","89.31","89.31","88.14","1.07M","0.00%"
"05/27/2021","88.54","89.30","92.33","88.14","1.54M","0.21%"
"05/26/2021","88.35","87.14","88.73","87.14","1.34M","1.09%"
"05/25/2021","87.39","87.22","87.75","86.17","871.61K","1.42%"
"05/24/2021","86.17","87.66","87.74","85.77","930.90K","-0.82%"
"05/21/2021","86.88","85.38","86.96","85.15","452.72K","1.76%"
"05/20/2021","85.38","85.77","86.56","85.38","1.49M","-0.46%"
"05/19/2021","85.77","85.39","86.84","85.37","374.11K","-0.46%"
"05/18/2021","86.17","86.47","86.96","85.22","898.08K","0.51%"
"05/17/2021","85.73","87.74","87.74","85.30","4.26M","-0.05%"
"05/06/2021","85.77","86.05","86.55","84.70","348.84K","0.47%"
"05/05/2021","85.37","85.34","85.38","83.41","338.13K","0.93%"
"05/04/2021","84.58","84.82","85.37","84.51","921.73K","0.00%"
"05/03/2021","84.58","86.13","86.13","84.58","118.83K","-0.93%"
"04/30/2021","85.38","86.64","87.34","85.38","39.48K","-1.80%"
"04/29/2021","86.94","88.13","88.13","85.42","63.98K","-0.70%"
"04/28/2021","87.55","88.54","88.54","86.96","116.92K","-0.14%"
"04/27/2021","87.67","87.72","88.92","86.96","1.71M","1.27%"
"04/26/2021","86.57","84.98","87.34","83.25","1.54M","2.06%"
"04/23/2021","84.82","85.47","85.77","84.82","414.59K","-1.11%"
"04/22/2021","85.77","86.23","86.23","85.46","261.32K","-0.46%"
"04/21/2021","86.17","86.96","86.96","85.38","3.12M","0.27%"
"04/20/2021","85.94","86.88","86.88","85.78","681.69K","0.10%"
"04/19/2021","85.85","85.47","86.31","84.98","521.97K","-0.38%"
"04/16/2021","86.17","86.21","86.56","85.87","415.19K","0.01%"
"04/15/2021","86.17","86.96","86.96","86.17","446.00K","-0.46%"
"04/14/2021","86.56","87.11","87.26","86.17","4.20M","0.64%"
"04/13/2021","86.01","85.78","86.96","85.66","1.46M","0.28%"
"04/12/2021","85.77","86.17","86.96","85.46","376.31K","-0.46%"
"04/09/2021","86.17","86.17","86.56","85.77","506.67K","-0.02%"
"04/08/2021","86.18","86.56","86.96","85.38","263.58K","0.16%"
"04/07/2021","86.05","87.75","87.71","86.05","564.87K","-1.44%"
"04/06/2021","87.30","86.91","87.35","86.17","250.13K","1.32%"
